,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male,Exited
0,666.4636411254853,37.749643461240986,5.605675181938495,83566.43028022471,1.5767325358283297,0.774078497370415,0.36522166633138703,99830.38229061908,1.0,0.0,0.0,1.0,0.0,0.0
1,652.0792885445751,38.43615234513063,4.959464792833635,78970.7105332468,1.6006038424996147,0.7141799737367075,0.5064291856143763,98167.65740629272,1.0,0.0,0.0,0.0,1.0,1.0
2,707.1453607502742,38.23978910391549,6.578257834901375,58781.52712494663,1.6339068370959235,0.7504882279133848,0.36491185060197545,104963.67840271458,1.0,0.0,0.0,1.0,0.0,0.0
3,663.3486206963576,39.154638367784,5.395663746050778,74948.17543383957,1.52908586228885,0.6336678089979664,0.5303252628413673,100175.8172405614,1.0,0.0,0.0,0.0,1.0,0.0
4,679.2321904456426,39.61154581660954,5.8764788320189005,65867.72116024906,1.4952674243151431,0.5466941169103581,0.5974250827743514,96044.84901917248,1.0,0.0,0.0,0.0,1.0,1.0
5,680.3445617781205,40.44781744260879,5.924575593177574,61871.55449104343,1.4756105082205841,0.4835501321139272,0.6265733386932101,93834.49349460077,1.0,0.0,0.0,0.0,1.0,0.0
6,638.458301018028,36.63524811631839,5.487083203350242,112798.82709656756,1.54204980317626,0.9749442304190642,0.10582511030653557,81724.03303057398,1.0,0.0,0.0,1.0,0.0,0.0
7,572.5793338777972,41.3507925800458,2.5863361891889594,67915.80253613958,1.5756027658159921,1.1498734105804653,0.8206215165079274,126487.58512087826,1.0,0.0,0.0,0.0,1.0,0.0
8,678.6631140050622,40.06454470774665,5.84891303440482,63210.01366560242,1.5072931887253374,0.5610614644977657,0.5778783045300405,97820.16985019515,1.0,0.0,0.0,0.0,1.0,0.0
9,649.1280586640556,38.23648372344157,4.903250162141306,81552.7350123315,1.6140401115397043,0.729408880666388,0.48228548042836883,94761.68830123967,1.0,0.0,0.0,0.0,1.0,1.0
10,684.5309369073713,40.84285139897488,6.051753605263062,58042.03792089353,1.4622729738715505,0.4457293255663103,0.6534560025170852,92444.31962873375,1.0,0.0,0.0,0.0,1.0,0.0
11,654.4376099582465,38.91217120167689,5.4505474670028145,88167.38705439543,1.475444943872414,0.6763117705136201,0.42440287710667324,97391.39556745224,1.0,0.0,0.0,0.0,1.0,0.0
12,674.5880386897617,38.13102017738995,5.709262014101767,75194.03476633529,1.5800812694340536,0.7329749040302594,0.4278078305463512,103377.16822623763,1.0,0.0,0.0,0.0,1.0,0.0
13,679.0766701313761,39.7537812753362,5.8926836701091405,65321.19784978403,1.4728575695991848,0.5158987805139604,0.6358595841905268,94502.60724759243,1.0,0.0,0.0,0.0,1.0,1.0
14,655.1190695904638,38.04760242604782,4.888085225936496,67370.85483791324,1.7464651861613585,0.9948150560735223,0.40216322726876574,107324.45040111984,1.0,0.0,0.0,1.0,0.0,0.0
